Apple yazıklar olsun sana beni hayal kırıklığına uğrattı. Apple gibi firma nasıl cihazına sahip çıkmaz, arkasında durmaz, şu temasına dayanıklı diye belirterek sattığınız ‘ iPhone X ‘ cihazım hafif bir su temasında ekran görüntüsü gitti. Bir çok yeri aramama rağmen hep aynı yanıtla karşılaştım, gönderin bakalım fakat %99 şu teması olduğu için Apple su temaslı cihazı tamir riskine girmiyor size yeni telefon gönderiyor. İyi güzel ama 7.400 TL vermek zorundasınız. Var mı böyle bir şey? Bir de yeni gönderilecek cihaza sadece 90 gün garanti veriyor. Mağazadan alsam da zaten aynı fiyata 2 yıl garanti alıyorum. 'herhangi bir tamircide kendi imkanlarımla yaptırmak istemiyorum. Ücreti dahilinde cihazımın orijinal parçalarla onarımını talep ediyorum' dememe rağmen, Apple gibi bir firma sorumluluk alamadığını tamirat yapmayacaklarını ücretini verirsem yenisini vereceklerini söylüyor. \n\nKimse bana verdiğin 8.000 TL’lik cihazı çöpe at tekrar 8.000 TL ver yeni cihaz gönderelim diyemez. Hakkımı arayacağım peşini bırakmayacağım bunun. Her yere başvuracağım. Telefonumu yapmak zorundasınız. Hata ne olursa olsun sizin cihazınız. Ücretsiz onarım istemedim sizden. Yapamıyorsanız Apple gibi bir firma hatasını kabul edip, kullanıcıyı mağdur etmemeliydi. Ben yeni telefon almak zorunda değilim Apple eskisi gibi değil artık demek ki.\n\nCihazınızın arkasında duramıyorsanız üretmeyin, suya dayanıklı değilse yazmayın yanıltmayın başka insanları da. Bir çok marka ve Apple’ a müdahil olacak birçok cihaz varken, bu cihazların 2 katı ücret ödeyip Apple’i tercih ediyorsak, Apple’ in cihazının arkasında durması, sağlamlığını garanti etmesiydi. Bundan sonra benim için Apple bitmiştir... Değmezmiş, 10-12.000 TL gibi paralar ödeyip böyle bir hizmetle karşılaşmaktansa daha uygun cihazlar alıp sıkıldıkça değiştiririm. Canım yanmaz. Hakkımı arayacağım bunu böyle bırakmayacağım.	1
22.09.2020 tarihinde büyük hevesle aldığım Apple iPhone se cep telefonum her yönüyle çok güzel ama maalesef pil konusunda beni çok mağdur etti. 3-4 saat şarj ettiğim telefonum 3-4 saat kullanımda pili bitiyor gerçekten büyük hayal kırıklığı yaşıyorum Apple bu sorunumu nasıl çözer ya da nasıl olacaksa mağduriyetimi gidermesini rica ediyorum.	1
"Apple ''iPhone 8 Plus space grey '' telefonumu aldığım tarihten itibaren orijinal Apple kılıfı (-ki dünya para verip aldık) ile kullanmama rağmen telefonun etrafında bulunan çerçevede noktasal renk atmaları muhtelif boylarda oluştu. Bir de telefonun bataryasının saçma sapan bir anda bitmesi ve dolması durumlarıyla birkaç Apple uygulamasında telefonun kendini tekrar başlatması hadiseleri olunca telefonumu garantiye göndermeye karar verdim. \n\nTelefonumu garanti süresinin bitimine 3-4 gün kala Kayseri Zentech Apple yetkili servisine götürdüğümde Apple kimliğimin şifresini öğrenmemi söylediler. Apple servisini (0216 282 15 11) aradım ve durumu anlattım. Apple kimliği değişim talebi oluşturuldu. Fakat sürecin garanti süresini geçmesi nedeniyle hızlandırabilir misiniz diye sordum. Hayır ama garanti sürenizi uzatabiliriz dendi. Garanti süresini uzattıklarını ve telefonun Apple kimliği değiştiğinde 100951650764 olay numarası ile yetkili servise götürebileceğimi söyleyerek kapattık telefonu. \n\n14 gün sonra Apple şifreyi değiştirmem için mail attı ve değiştirdim. Teknik servise gittiğimde garantiniz bitmiş cevabını aldım, aynı numarayı arayıp durumu anlattım, karşı taraf hızlı bir şekilde olayımın çözüldüğü teknik servise bilginin verildiği telefonumu bırakabileceğimi söylediler. teknik serviste cihaz fotoğraflarını karşı tarafla paylaşacağını söyledi. Aradan geçen 15 günde bana verilen işlem takip numarasından yaptığım sorgulamalarda telefonun test aşamasına hazırlandığı ve ardından test aşamasında ibareleri görünüyordu. Bende haliyle işlem yapılıyor sanıyorum fakat teknik servisi süreç ile ilgili aradığımda Apple tarafından garanti uzatma işlemi için mail beklendiğini, mailin gelmediğini ve telefonumun teknik serviste bekletildiğini söylediler.\n\n Bu konu hakkında benim neden bilgilendirilmediğim yahut ben aramasam kaç gün daha bekleyeceği konusunda sorduğum sorularına Apple'dan mail gelmeden bir müdahale yapamayacaklarını söylediler. Apple aradığımda hemen mail atıyoruz denildi ve sorunum 1 saatten daha kısa sürede telefonun hazır olduğu bilgisi geldi. Fakat batarya değişimi ve kasa deformasyonu ile ilgili bir işlem yapılmamış çünkü Apple garanti kapsamında değilmiş? Ben bu telefonun kabuğunun soyulmaması için sizin söylediğiniz kılıfı kullanmaktan başka ne yapabilirim? Bu çözümünü sizin yapmanız lazım. İki bataryası 2 yılı olduğu için bitmiş olabilir diyor Apple destek çalışanı; evet arıza tespiti güzel ama çözüm nerede? Garanti kapsamında değişimini neden yapmadınız?"	1
Ya arkadaş o kadar para verip alıyoruz alırken her şey güzel ama neden bir sorunumuz olduğunda istediğimiz muameleyi göremiyoruz! Randevu alıp gittiğim Zorlu Center'a şikayetlerimi söylediğimde gayet güzel kullanmışsınız telefonu deyip gönderiyorlar bi ay geçmeden tekrar aynı sorunlarla karşılaşınca tekrar randevu alıp gittim yine ezberlenmiş cevaplarla karşılaştım ben deli miyim sorun yokken o kadar yolu boşuna ne diye geleyim! 10 Kasım pazar günü gittim telefonumun tekrardan sorunsuz olduğunu söyleyip sadece hoparlörü temizleyip geleceğim dedi temizlerken 9d koruyucu ekranımı kırmış hiçte söylemiyor çok sorumsuz ve ilgisizsiniz hazır cevaplarınızdan bıktım çözüm bulun 8plus almaz olaydım.	1
Bundan 2 sene önce Apple Watch 2 almıştım ve ekranı yani camı kırıldı tamir ettirmek istedim Servis tamir Yok değişim var dediler sıfırıyla gayet güzel ama sıfırıyla aynı fiyatı veriyor yani 1600 ila 2000 arasında nerede kaldı değişim zaten gerekli davaları açacağım bunlar yanıltıcı insanları kandırıyorlar. Apple güya kalite Samsung olsaydı çözüme ulaşmıştık.	1
İPhone 7’mi bir daha asla almayacağım bir telefon. Her şey güzel ama bir de arka kasası ve arka kameranın etrafında ki boyaları atmasa daha güzel olacak. Apple güvencesiyle alırsın dünya kadar para sayarsın sonra sonu hüsran olur umarım kronik olmayan bir aksaklıktır bakalım Apple bu sıkıntı hakkında nasıl bir çözüm yolu bulacak?	1
5000 TL aldığım iPhone 7 Plus telefonumun dokunmatiği çalışmadığından servise gönderdim ilk gönderdiğim servis tel ekranın köşesinde çok küçük çatlak olduğunu ilk önce benim ödeyeceğim ücretle ekranın değişmesi gerektiğini sonra asıl arızasına bakılacağını belirtti. Ben o küçük çatlak ile telefonu yaklaşık 4 ay kullandım sonra dokunmatiği bozuldu sonra oradan alıp 2. servise 14.03.2019 tarihinde kargo ile gönderdim. 15.03.20190 tarihinde servisin eline geçti iletişim bilgilerim olmasına rağmen 21.03.2019 tarihine kadar tarafıma hiçbir şekilde dönüş sağlanmadı ve bu arada ben 3 veya 4 defa aradığımda bekleyin dönüş sağlanacaktır dendi. Yine 21.03.2019 aradığımda telefonun uygun şekilde gönderilmediğinden tekrar geri kargolandığını öğrendim telefonu satana kadar çok güzel ama sattıktan sonra her şey bitiyor. Bu mu servis anlayışı sanırım artık paraya doymuşluk var bende 2 adet iPhone var belki dahada olacaktı ama öyle şeyler yaşadım ki artık ne ben alacağım ne de başkalarına tavsiye edeceğim eğer bu mağduriyetliğim giderilmezse 5000 TL telefonu yakacağım videosunu sosyal medyada yayınlayacağım benim bir çok servisle münasebetim oluyor ama ben böyle ilgisizlik ve baştan savmalık görmedim gereğinin yapılmasını istiyorum.	1
Apple verdiği garantinin bile arkasında duramıyor. Garantiye gönderdiğim telefonumum kullanıcı hatası deyip üzerini kapatmaya çalışıyor telefonun şebeke bağlanma sorunu var kamerası puslu batarya %50 şarjda kapanıyor ama nedense bataryanız sağlam diye saçma bir dönüş alıyorum. Sadece gülüyorum teknolojisi güzel ama müşteri memnuniyeti sıfır ürünleri elden çıksın gerisi umurlarında değil.	1
22.10.2017'de aldığım ve severek kullandığım Apple iPhone 8 Plus telefonum resimde de görüleceği üzere ekranın üstündeki ana tuş çatlamıştır? Dayanıklı olduğunu düşündüğüm yüksek bir meblağ ödeyerek aldığım telefonum düşürmediğim halde çantamda dururken nasıl olduysa ana tuş çatlamıştır. İzmir Alsancak'daki Egemer yetkili servisine götürdüğümde tuş'un değişmesi için ekranında değişmesi gerektiği (ekranda çizik bile yok) bunun garanti kapsamına girmediği 1100 lira civarı bir para ödememizi isteyebileceklerini söylemişlerdir, 4 gün sonra da telefon ederek istemişlerdir. Mecburen tamam dedik ancak büyük bir hayal kırıklığı yaşıyorum sağlam olduğu on plana çıkarılarak satılan iPhone 8 Plus düşme olmadan en basit telefonların bile zarar görmeyeceği bir çantada (metal hiçbir şey yok) nasıl olur da bu hale gelir? Müşteri hizmetlerini arayınca ilgi alaka güzel ama Yetkili servis ve garanti kapsamı göz önüne alındığında Apple sınıfta kaldı.	1
O kadar yavaş ki şarkı çalmadan donuyor çevrimdışı kullanamıyorum. Kapanıp tekrardan açılıyor. Daha paketimi yapalı bir ay oldu hiç memnun değilim. Apple müzik kullanıyordum bunu önerdiler şarkı çeşitliliği çok güzel ama donmasına çözüm bulmak gerek.	1
LG Nanocell TV aldım TV özellikleri güzel ama daha 6 ay dolmadan kumandasının üzerindeki tuş takımlarının yazıları silindi LG'den ricam kumandanızı güncelleyin çünkü bu TV'ye bu kumanda yakışmıyor ve ekleyerek benim kumandamı da değiştirirseniz çok memnun olurum.	1
43UN74006LB TV sahibiyim ev ve uydu değişikliği sebebiyle servis geldi 736 kanal buldu ve gitti. Bende kanallarımı sıralamak istedim kilitli olduğu yazıyordu. 4446543 numaralı telefon aradım bana teknik destek vereceklerini söylediler olan kanallarımdan da oldum. Yaptıkları yönlendirmeye bütün kanallar gitti. Çok pişman oldum tamam dedim eski haline getirelim madem böyle olmayacak. Bizim yapacak bir şeyimiz yok, servis çağırın dediler. \n\nKonuşmalarımızın en başında yardımcı olacaklarını söylemişlerdi sonrasında olan kanalları da bozup servise yönlendirdiler. LG TV güzel ama müşteri hizmetlerindeki teknik destek bölümü çok yetersiz, umarım LG veya Teknik, Elektronik mağazalar satış odaklı değil. Satış sonrası hizmet kalitelerini, destek ekiplerini de daha kalifiye personellerden yana tercih ederler.	1
GR-X31FTKHL Model gardırop tipi çift kapılı, su sebili olan buzdolabını Eylül 2019 tarihinde satın aldım. Su sebili filtresinin kullanım ömrü 6 ay olup buzdolabı ikaz vermekte fakat kullanıma devam ettiğinizde 7 veya 8. ayda su akışı zaten çok düştüğünden değiştirmeniz gerekiyor. Buraya kadar her şey çok güzel. Buzdolabından çok memnunum. Lakin su filtresine ulaşmak Zümrüd-ü Anka kuşuna ulaşmak kadar zor. \n\nSamsun servisine ilk siparişimi 2 tane vermiştim, ancak bir tane getirebilmişlerdi. Onu da 3 ayda ancak... Eylül 2020 ayında iki tane daha sipariş ettim ama maalesef yok, gelmiyor. Servisin kabahati yok. LG sitesine konu ile ilgili mesaj attım ama nafile, kale alan yok. Buzdolabı çok güzel ama sebili kullanamadıktan sonra neyleyim? Filtre öyle her yerde de bulunmuyor. Fiyatı 6 ay önce 200 liraydı.  Fiyatını geçtim, zaten yok ki! Buzdolabının fiyatını yazmayayım buraya. Zira hem bir çuval para ödedim hem de salak yerine konuluyorum.	1
Bugün Televizyonumuzun sinyal yok arızası için ekip istedim. Gelen ekip ekrandaki yazıya bakıp arıza uydu cihazıyla TV arasındaki kabloda deyip 50 TL isteyip gitti. Uydu kurulumuna yapan arkadaşı arayıp destek istedim gelen arkadaş TV kumandasıyla problemi çözdü. \n\nUşak LG servisi siz ne işe yarıyorsunuz aldığınız para helal olmasın. Böyle işten anlamaz ekipler size (LG) ancak zarar verir. Bir de gelen ekip bize HES kodu soruyor güzel ama eldiven kullanmadan işlem yapıyor.	1
LG 55SM8600 pla model bir TV aldım. Televizyon her şeyiyle güzel ama maç izlerken topa vurulduğunda top silik silik gidiyor yani topun görüntüsü gidip geliyor top yavaş gidince sorun yok hızlı gidince görüntü gidip gelmeye başlıyor. Televizyonun hiçbir arızası yok.	1
Ürünü satarken her şey iyi güzel ama satış sonrasında ilgi alaka sıfır. Ürünü servise teslim edeli 1 ay oldu hala onarım bekliyor. Neden bu kadar uzun sürdü diye sorunca yapacak bir şey yok Tüketici Hakem Heyeti'ne gidebilirsiniz diye bir cevap alıyorum. Tabii ki gideceğim Tüketici Hakem Heyeti'ne.	1
1 yıl önce LG Smart TV satın aldım Kayseri Forum'daki mağazasından. Cihaz geldi güzel ama 1 hafta sonra ekranda dikey full çizgiler ve çizgilerin genişliği 10 cm 5/6 çizgi var. Bu sorunu servise bildirdik servis zorda olsa geldi kaç gün sonra aldı gitti ve bir de 1 hafta sonra çıkıp geldiler televizyon ile sorun yok cihazı 1 hafta fişe taktık deyip elektriğiniz sorunlu deyip bize akım koruyucu prizi 100?'ye satıp gittiler. Ve onlar daha gittiği günün akşamına sorun yine tekrarladı, ben de üstüne düşmedim zaten arasam da zor geliyorlar gelseler de yapmıyorlar diye. Bu sorunun çözülmesini ve servise gidip 1 vidası dahi sökülmüyor ve yüzeysel hata tespiti yapılmasını istemiyorum. Cihaz artık kendini bıraktı ve garanti bitince benim yapacak bir şeyim kalmıyor. Teknik destek hakkımı kullanmak istiyorum.	1
LG model 55la640s-za serisi bir TV aldık almaz olaydık. Gerçekten ayarlanmış gibi garanti süresi dolduktan sonra ekranın belli bir bölümünde kararma söz konusu. Müşteri hizmetlerinden konuyla ilgili yardım beklerken, her şikayetime cevap olarak efendim Elektronik eşyaymış ne yapılabilirmiş. Peki ben her iki yılda 3-4 bin TL TV parası mı vereceğim diyorum yapacak bir şey yok diyorlar. Ayrıca servise yönlendiriyorlar bu iyi güzel ama sanki benim hatam varmışcasına onun içinde ayrıca servis ücreti vermem gerekiyormuş. Tamamen ürün satılana kadar arkasında duruluyor. Tebrikler LG markası.	1
Oled son model teknoloji diye aldık, verdiğim ekstra ücret zaten içerisindeki uygulamalara ve işlemcisine. Ancak o kadar yavaş ve sorunlu ki inanamazsınız. En basitinden USB ile film izleyemedim çünkü kendi saçma software'ini yüklüyor. O olmadan açmıyor. O yüklendikten sonra ise isterse 500 GB USB'niz olsun yine yeterli yer yok uyarısı alıyorsunuz. Çünkü bu kez de Windows'un işletim sistemleriyle çakışıyor ve hatta Windows'u donmasına sebep oluyor! Görüntüsü güzel ama paranın karşılığı yine değil.	1
LG 43uh640v Smart TV durup dururken sanki çekiç ile veriyormuş gibi çat çıt ses çıkarıyor. LG yi aradığımda genleşmeden oluyor dediler. Bu ne biçim genleşme? Muhabbet esnasında bile öyle bir ses geliyor ki muhabbeti kesip TV ye bakıyoruz ne oluyor diye! \n\nTavsiye üzerine aldım, TV gayet güzel ama çekiçle vuruyormuş gibi ses çıkarması olmasa. TV 'yi kapatıp başka odaya bile gittiğimde öyle bir ses geliyor ki artık sinir eder hale geldi. \n\nMüşteri hizmetleri berbat, hiç ilgi alaka yok. Sanki biz manyağız LG' ye takıntımız var gibi konuşuyorlar bir de. Alın TV 'yi bir ay sizde dursun! Bakın eğer bir sorun yok TV' de sorun sizde deyiniz kabulüm.	1
LG marka televizyon aldık, sıfır mağazadan servisten randevu alındı servis geldi kurulumunu yapacak buraya kadar her şey çok güzel ama servis demez mi voltaj korumalı priz takmanız gerekiyor bizde yok dedik bizde var dedi ne kadar dedim 60 liraymış eee bir de HDMI kabloda lazımmış. O kaç para dedim oda 55 liraymış bende tamam dedim araçtan getireyim dedi eleman bir getirdi ki bende kaliteli bir şey getirecek diye beklerken bir baktım ki korumalı priz 22.50 HDMI kabloda 10-15 liralık kablo helal olsun ürünleri açtığı için geri alamazlar 115 lira para aldılar hakkımı helal etmiyorum.	1
Bulaşık makinemin telleri paslandığı için altüst sepet siparişi verdim bulaşık makinemin modelini aradığımda konuştuk aynı uyumlu sepet getirin dedim tamam dendi sepetler geldi iyi güzel ama bir önceki kullandığım sepetler değil üstüne üstelik kaşıklığı koyacak bir yer ayarlayamıyorum makinenin alt kısmı sıfır oldu yıkanması için tencere falan koyamıyorum yani anlamsız bir hal yaşıyorum verdiğim 420 TL'ye mi yanayım yoksa o sepetleri getiriyorsunuz ona uyumlu kaşıklık getirmediğinize mi yani ne yapacağımı şaşırdım insan kaşıklık da getirirdi onunla beraber nasıl olacak bilemiyorum makinemi çok seviyorum ama artık alt kısmını çok iyi kullanamıyorum.	1
